,bimonth_id,counts,bimonth_name,season_indicator,year,lat,long
0,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.00499406316232,-97.03743020209401
1,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.009505048597312,-97.037348414708
2,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.014016030850883,-97.0372666083996
3,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.018527009922646,-97.03718478316549
4,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.023037985812238,-97.0371029390023
5,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.027548958519287,-97.03702107590664
6,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.032059928043427,-97.03693919387518
7,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.036570894384273,-97.03685729290451
8,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.041081857541474,-97.03677537299133
9,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.045592817514628,-97.03669343413219
10,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.050103774303395,-97.03661147632378
11,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.054614727907392,-97.03652949956269
12,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.059125678326247,-97.03644750384558
13,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.063636625559585,-97.03636548916904
14,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.068147569607042,-97.03628345552973
15,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.07265851046825,-97.03620140292425
16,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.07716944814284,-97.03611933134924
17,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.081680382630427,-97.0360372408013
18,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.086191313930648,-97.03595513127708
19,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.090702242043143,-97.03587300277319
20,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.095213166967515,-97.03579085528624
21,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.099724088703425,-97.03570868881283
22,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.10423500725049,-97.0356265033496
23,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.108745922608335,-97.03554429889319
24,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.113256834776593,-97.03546207544017
25,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.11776774375489,-97.03537983298716
26,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.122278649542856,-97.03529757153079
27,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.12678955214013,-97.03521529106766
28,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.13130045154634,-97.03513299159438
29,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.135811347761116,-97.03505067310756
30,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.14032224078407,-97.0349683356038
31,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.14483313061486,-97.03488597907973
32,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.149344017253107,-97.03480360353193
33,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.153854900698423,-97.03472120895701
34,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.158365780950465,-97.03463879535158
35,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.162876658008855,-97.03455636271224
36,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.16738753187321,-97.03447391103558
37,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.009432359399337,-97.03226566874429
38,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.013943327912877,-97.03218365091216
39,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.018454293243483,-97.03210161410541
40,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.02296525539081,-97.03201955832068
41,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.027476214354486,-97.03193748355459
42,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.031987170134116,-97.03185538980375
43,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.03649812272936,-97.0317732770648
44,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.04100907213982,-97.03169114533438
45,148,0.0,2000-12-25_to_2001-02-28,3,2000,28.04552001836513,-97.03160899460907
